Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
GR,35.51983406792844,3.9668135856883584,13.559761472647136,0.051853772361939325,24.81203007518797,1.866735805029816,2.6186155042779364,17.604355716878402
ES,17.948088102841233,14.251207729468598,19.491525423728813,2.493244902972243,20.29804306886105,11.6719888643249,6.943420944894784,6.902480962908377
LU,14.285714285714285,10.504201680672269,39.075630252100844,0.0,14.285714285714285,5.46218487394958,11.76470588235294,4.621848739495799
PT,12.95137217140106,10.231102551757342,25.180548868560425,0.91478093403948,30.043331728454504,6.644198363023592,7.39046701974001,6.644198363023592
AT,12.364945978391356,8.043217286914766,20.488195278111245,1.0804321728691477,33.33333333333333,11.644657863145259,7.523009203681473,5.5222088835534215
CH,11.35967460778617,10.546194073213249,18.477629285299244,0.6682161533991865,29.169087739686226,9.907030796048808,8.076699593259733,11.79546775130738
MT,9.84251968503937,15.354330708661418,10.62992125984252,2.3622047244094486,25.590551181102363,6.692913385826772,10.62992125984252,18.89763779527559
CZ,9.369296288785236,8.010545528290407,25.22814844859055,0.8517542080713851,28.939363212330154,12.512674913810587,12.269316568647334,2.818900831474346
IT,8.470498860471006,14.421372499366928,12.817590951295688,2.2284122562674096,30.307250780788387,12.969528150586646,4.3217692242761885,14.46357727694775
DE,7.675935274374438,6.922804049444702,40.36892515076268,0.8704668867847299,27.68575872513439,5.593909460528829,7.916064070728845,2.966136382241384
