Country,% Cluster 1,% Cluster 2,% Cluster 3,% Cluster 4,% Cluster 5,% Cluster 6,% Cluster 7,% Cluster 8
SE,2.0636122680802726,24.308973873532754,7.175312381673608,2.3286633850814087,46.66792881484286,9.712230215827338,2.7073078379401743,5.0359712230215825
FI,1.3492063492063493,22.77777777777778,2.1825396825396823,2.2222222222222223,50.99206349206349,14.166666666666666,1.3888888888888888,4.920634920634921
EE,1.839080459770115,21.72413793103448,4.137931034482759,3.5632183908045976,35.86206896551724,20.344827586206897,3.4482758620689653,9.080459770114944
LT,1.2479201331114809,21.13144758735441,3.3277870216306153,3.577371048252912,37.35440931780366,25.9567387687188,3.9933444259567388,3.4109816971713807
LV,2.3657870791628755,18.835304822565966,8.735213830755233,1.5468607825295724,39.85441310282074,17.561419472247497,3.2757051865332123,7.825295723384896
DK,1.5672396359959553,17.391304347826086,6.016177957532862,2.62891809908999,61.071789686552066,5.915065722952477,1.2639029322548028,4.145601617795753
MT,9.84251968503937,15.354330708661418,10.62992125984252,2.3622047244094486,25.590551181102363,6.692913385826772,10.62992125984252,18.89763779527559
IT,8.470498860471006,14.421372499366928,12.817590951295688,2.2284122562674096,30.307250780788387,12.969528150586646,4.3217692242761885,14.46357727694775
ES,17.948088102841233,14.251207729468598,19.491525423728813,2.493244902972243,20.29804306886105,11.6719888643249,6.943420944894784,6.902480962908377
BG,5.697841726618705,13.06474820143885,7.683453237410072,1.0071942446043165,38.15827338129497,17.52517985611511,3.366906474820144,13.496402877697841
